Frequencia (Hz),Amplitude (dB)
12885.32,93.57
17376.31,93.57
7148.63,93.57
17255.35,93.57
21026.64,93.57
12340.72,93.57
21599.77,93.57
16426.48,93.57
17802.29,93.57
14459.22,93.57
18225.05,93.57
19693.48,93.57
21269.33,93.57
10117.53,93.57
13627.81,93.56
9510.7,93.56
18475.05,93.56
10881.35,93.56
18001.06,93.56
18552.18,93.56
20356.21,93.56
12012.04,93.56
19911.63,93.56
11425.27,93.56
15107.25,93.56
20694.74,93.56
20467.43,93.56
14501.59,93.56
21599.97,93.56
10766.43,93.56
21748.78,93.56
21045.82,93.56
16042.86,93.56
11580.7,93.56
13911.8,93.56
18983.03,93.56
21478.72,93.56
21145.74,93.56
8585.7,93.56
6623.32,93.56
20439.68,93.56
21431.48,93.56
15552.12,93.56
21759.0,93.56
20958.47,93.56
21687.23,93.56
12939.08,93.56
13224.82,93.56
20073.59,93.56
13402.94,93.56
12137.96,93.56
16867.26,93.56
20144.39,93.55
21339.65,93.55
12457.2,93.55
18743.65,93.55
18724.46,93.55
16593.01,93.55
20308.2,93.55
18770.92,93.55
17334.24,93.55
10944.65,93.55
21030.44,93.55
18169.35,93.55
21679.24,93.55
22003.45,93.55
21100.26,93.55
12889.22,93.55
14514.83,93.55
17017.14,93.55
12729.6,93.55
21749.07,93.55
18175.77,93.55
19718.71,93.55
20211.2,93.55
21586.43,93.55
17805.6,93.55
19971.04,93.55
12542.03,93.55
9424.61,93.55
8112.59,93.55
14518.43,93.55
13207.97,93.55
21951.15,93.55
20182.86,93.55
14972.36,93.55
13305.65,93.55
21643.79,93.55
8395.6,93.54
21557.6,93.54
22016.4,93.54
21331.66,93.54
11718.99,93.54
20672.73,93.54
6714.28,93.54
17249.22,93.54
14737.75,93.54
14942.76,93.54
7311.76,93.54
2350.77,93.54
10734.88,93.54
14330.57,93.54
15994.36,93.54
12908.31,93.54
20539.6,93.54
16989.29,93.54
21020.7,93.54
15886.85,93.54
19195.14,93.54
17504.77,93.54
21332.83,93.54
20712.56,93.54
21773.61,93.54
21775.36,93.54
19695.82,93.54
10470.76,93.54
14006.75,93.53
18421.88,93.53
13572.69,93.53
13702.22,93.53
18351.17,93.53
14254.8,93.53
15244.57,93.53
20734.47,93.53
21209.24,93.53
15637.63,93.53
16192.94,93.53
8966.59,93.53
16698.29,93.53
21438.01,93.53
15472.75,93.53
17858.97,93.53
3838.09,93.53
14979.08,93.53
20528.79,93.53
20791.74,93.53
16233.26,93.53
19740.03,93.53
15024.47,93.53
21817.05,93.53
14504.02,93.53
14966.62,93.53
15481.42,93.53
17608.29,93.52
21826.98,93.52
21762.22,93.52
18857.98,93.52
21184.6,93.52
12140.59,93.52
17765.57,93.52
20396.34,93.52
19362.46,93.52
16358.3,93.52
16385.18,93.52
21711.09,93.52
21301.37,93.52
19856.12,93.52
21587.79,93.52
17878.25,93.52
12099.78,93.52
20069.7,93.52
10645.38,93.52
11342.78,93.52
15138.51,93.52
17336.09,93.52
20264.08,93.52
19490.72,93.52
20769.14,93.52
6622.15,93.52
20686.75,93.52
21229.01,93.52
16888.39,93.52
11619.95,93.52
21169.31,93.51
20657.05,93.51
16100.32,93.51
17010.91,93.51
14528.95,93.51
16375.44,93.51
21377.63,93.51
21767.38,93.51
21112.15,93.51
14673.77,93.51
19927.02,93.51
9056.87,93.51
12756.77,93.51
14687.11,93.51
19362.56,93.51
21034.14,93.51
21281.99,93.51
15856.07,93.51
17238.8,93.51
12030.73,93.51
9046.84,93.51
21220.54,93.51
21340.04,93.51
13546.1,93.51
18587.15,93.51
11317.36,93.51
12418.93,93.51
14914.81,93.51
16588.34,93.51
14184.98,93.51
16052.21,93.51
17912.24,93.51
21225.41,93.51
7418.11,93.5
16452.19,93.5
15739.89,93.5
16039.06,93.5
18040.79,93.5
13602.1,93.5
15836.01,93.5
21914.82,93.5
21679.73,93.5
9796.83,93.5
14779.53,93.5
12971.8,93.5
12703.5,93.5
15643.86,93.5
21709.04,93.5
21338.19,93.5
14903.12,93.5
21120.23,93.5
15913.24,93.5
20309.56,93.5
15410.32,93.5
20621.89,93.5
9896.17,93.5
21218.88,93.49
19877.35,93.49
16364.63,93.49
11276.56,93.49
19365.96,93.49
19520.91,93.49
16946.34,93.49
20785.31,93.49
11997.04,93.49
7100.72,93.49
11239.55,93.49
14731.91,93.49
21747.61,93.49
9115.59,93.49
21453.2,93.49
12050.41,93.49
20128.71,93.49
21018.55,93.49
19663.0,93.49
21299.91,93.49
12250.93,93.49
18088.12,93.49
17044.21,93.49
20718.89,93.49
14870.98,93.49
13737.96,93.49
21524.59,93.49
15984.72,93.49
16871.06,93.49
9686.1,93.49
16777.27,93.49
16698.78,93.49
15106.76,93.49
21699.98,93.49
21415.12,93.48
18289.91,93.48
20858.45,93.48
20808.68,93.48
11310.64,93.48
14193.16,93.48
10288.84,93.48
5015.04,93.48
15106.27,93.48
9022.3,93.48
17417.31,93.48
15668.99,93.48
20130.47,93.48
21759.98,93.48
18821.27,93.48
14507.14,93.48
14302.91,93.48
19605.15,93.48
16598.27,93.48
14877.6,93.48
14445.1,93.48
21377.82,93.48
21032.19,93.48
15753.81,93.48
15692.55,93.48
19194.75,93.48
16649.2,93.48
13651.38,93.48
21491.48,93.48
8327.04,93.48
14899.52,93.48
20997.91,93.48
20815.99,93.48
12177.4,93.48
20815.3,93.48
21342.86,93.47
21503.75,93.47
18372.79,93.47
20958.37,93.47
19848.43,93.47
15143.87,93.47
21575.33,93.47
10815.71,93.47
15597.31,93.47
18850.87,93.47
16615.61,93.47
21787.34,93.47
17258.37,93.47
18246.77,93.47
18385.65,93.47
20062.29,93.47
21235.44,93.47
19761.56,93.47
12370.23,93.47
21718.2,93.47
21740.11,93.47
13712.93,93.47
21323.87,93.47
12175.65,93.47
18539.04,93.47
17856.34,93.47
8557.17,93.47
20533.85,93.47
21087.8,93.47
18195.35,93.47
11441.43,93.47
20912.11,93.47
20577.87,93.47
13993.31,93.47
20758.14,93.47
13924.46,93.46
21568.31,93.46
20814.14,93.46
5566.75,93.46
19371.32,93.46
21286.86,93.46
13173.11,93.46
13262.12,93.46
21516.7,93.46
21054.78,93.46
16858.3,93.46
17830.73,93.46
16094.87,93.46
4327.67,93.46
21578.35,93.46
21180.9,93.46
20595.98,93.46
21439.96,93.46
15247.58,93.46
13680.4,93.46
15103.94,93.46
21968.19,93.46
17418.67,93.46
17747.95,93.46
16059.22,93.45
15275.05,93.45
15593.51,93.45
21706.7,93.45
20118.0,93.45
8805.61,93.45
21512.02,93.45
11045.55,93.45
16261.31,93.45
15959.59,93.45
13426.61,93.45
19838.98,93.45
10800.81,93.45
20572.22,93.45
13673.0,93.45
21670.09,93.45
21073.09,93.45
21677.59,93.45
12224.05,93.45
18553.94,93.45
14387.64,93.45
12255.61,93.45
6635.0,93.45
15184.18,93.45
20606.41,93.45
17865.3,93.45
11766.71,93.45
13835.45,93.45
18217.26,93.45
16349.44,93.45
21571.82,93.45
20635.72,93.45
13884.92,93.45
18662.52,93.45
13938.68,93.45
9715.8,93.45
21262.12,93.45
20268.08,93.45
18053.94,93.45
12511.93,93.44
18453.53,93.44
20465.39,93.44
21050.79,93.44
8342.42,93.44
15362.41,93.44
17700.81,93.44
21699.11,93.44
21358.34,93.44
11047.89,93.44
21598.99,93.44
21115.65,93.44
8401.54,93.44
17440.49,93.44
10517.02,93.44
21536.18,93.44
16208.81,93.44
16752.24,93.44
20736.32,93.44
21563.64,93.44
19545.74,93.44
17561.54,93.44
12899.93,93.44
16697.41,93.44
21672.62,93.44
21812.18,93.44
17282.72,93.44
18510.6,93.44
16672.38,93.44
12848.8,93.44
15009.47,93.44
14218.09,93.44
19313.86,93.44
21515.82,93.44
10860.61,93.44
10556.36,93.44
15744.17,93.44
11725.91,93.44
7011.51,93.43
9384.39,93.43
21108.54,93.43
16063.61,93.43
13280.62,93.43
11036.78,93.43
20749.18,93.43
20746.65,93.43
21635.32,93.43
17976.23,93.43
14564.99,93.43
21521.86,93.43
16450.82,93.43
21181.78,93.43
13181.48,93.43
15920.35,93.43
16725.66,93.43
21919.21,93.43
10983.03,93.43
7287.8,93.43
17306.0,93.43
21775.07,93.43
17638.29,93.43
20875.98,93.43
12065.21,93.43
12971.71,93.43
21845.68,93.43
16906.02,93.43
20921.26,93.43
7667.03,93.43
21200.09,93.43
21649.44,93.43
20107.29,93.42
11853.39,93.42
19708.19,93.42
20127.74,93.42
21033.36,93.42
17010.42,93.42
21467.23,93.42
14645.43,93.42
21906.45,93.42
20842.96,93.42
15906.91,93.42
21651.97,93.42
2864.11,93.42
14570.73,93.42
17283.3,93.42
20153.74,93.42
22037.92,93.42
5045.52,93.42
21330.39,93.42
18300.24,93.42
15955.5,93.42
16853.53,93.42
21858.92,93.42
14535.77,93.42
21015.24,93.42
20330.7,93.42
21903.43,93.42
20991.19,93.42
18333.54,93.41
12868.96,93.41
21210.22,93.41
12277.23,93.41
15791.5,93.41
15094.88,93.41
9115.4,93.41
19499.68,93.41
15883.53,93.41
20756.09,93.41
11146.44,93.41
14218.67,93.41
14671.92,93.41
18272.19,93.41
11781.42,93.41
16036.34,93.41
17586.09,93.41
20917.08,93.41
18526.96,93.41
8513.05,93.41
21761.14,93.41
18692.52,93.41
12367.51,93.41
16701.5,93.41
11879.39,93.41
14366.12,93.41
14296.68,93.41
15723.72,93.41
20675.75,93.41
18914.66,93.41
21866.91,93.4
21704.66,93.4
14501.29,93.4
16040.14,93.4
21295.43,93.4
18142.86,93.4
10998.12,93.4
18316.11,93.4
13655.47,93.4
20664.64,93.4
21720.83,93.4
20956.52,93.4
17874.84,93.4
16742.89,93.4
18398.11,93.4
19582.07,93.4
14781.58,93.4
21993.71,93.4
14918.8,93.4
21302.05,93.4
19178.69,93.4
17424.52,93.4
16332.98,93.4
18274.43,93.4
21668.63,93.4
16504.0,93.4
17997.94,93.4
20935.38,93.4
15923.27,93.4
12414.45,93.4
18959.85,93.4
21778.77,93.4
21049.52,93.4
13608.24,93.4
19961.11,93.4
14962.33,93.4
20341.41,93.39
21714.4,93.39
17919.64,93.39
15742.61,93.39
21195.51,93.39
21897.98,93.39
15382.66,93.39
13200.28,93.39
21326.6,93.39
21821.23,93.39
9487.62,93.39
17834.52,93.39
21629.28,93.39
13328.05,93.39
14387.74,93.39
17835.21,93.39
18533.29,93.39
14520.77,93.39
20286.78,93.39
7045.79,93.39
19629.11,93.39
14359.2,93.39
21615.35,93.39
20014.67,93.39
9023.95,93.39
18226.22,93.39
21930.8,93.39
21528.87,93.39
21294.94,93.39
21204.57,93.39
20375.4,93.39
14485.42,93.39
4920.86,93.39
13756.37,93.39
15077.15,93.39
16370.09,93.39
11123.27,93.38
11141.57,93.38
9042.65,93.38
14875.27,93.38
20645.65,93.38
14685.26,93.38
4505.69,93.38
20436.66,93.38
10346.69,93.38
19274.13,93.38
9135.17,93.38
14131.61,93.38
12087.51,93.38
16039.36,93.38
11480.2,93.38
9760.8,93.38
12945.51,93.38
13470.14,93.38
19665.63,93.38
16471.37,93.38
21683.53,93.38
16673.07,93.38
21506.18,93.38
13374.9,93.38
15079.98,93.38
20452.53,93.38
21227.94,93.38
7631.68,93.38
17469.51,93.38
21695.41,93.38
21707.29,93.38
9448.08,93.38
15363.77,93.38
21600.06,93.38
21871.78,93.38
15771.15,93.38
16808.05,93.38
21357.57,93.38
20155.88,93.38
17334.43,93.38
19870.63,93.38
5781.39,93.38
18346.89,93.37
21484.07,93.37
16583.18,93.37
20746.45,93.37
21393.99,93.37
3287.94,93.37
12324.17,93.37
21382.5,93.37
21673.59,93.37
21382.4,93.37
10435.02,93.37
19799.93,93.37
15096.34,93.37
7522.02,93.37
21631.13,93.37
15273.2,93.37
18739.27,93.37
16305.91,93.37
18652.59,93.37
21644.38,93.37
6380.23,93.37
7093.32,93.37
15782.74,93.37
15773.1,93.37
20495.09,93.37
19630.18,93.37
6375.27,93.37
16872.42,93.37
5705.62,93.37
13573.37,93.37
21681.58,93.37
17808.03,93.37
19364.41,93.36
21980.85,93.36
16366.1,93.36
9343.68,93.36
16144.05,93.36
19796.13,93.36
18324.97,93.36
15285.18,93.36
20102.61,93.36
16896.28,93.36
16130.32,93.36
21845.0,93.36
14828.23,93.36
12996.83,93.36
21398.66,93.36
21047.28,93.36
19836.84,93.36
16642.49,93.36
13263.19,93.36
16896.38,93.36
11192.51,93.36
21484.17,93.36
21247.71,93.36
10659.99,93.36
20448.54,93.36
18319.62,93.36
21682.75,93.36
19904.62,93.36
16672.97,93.36
21682.45,93.36
21281.7,93.36
21465.96,93.36
18529.3,93.36
20706.23,93.36
16821.39,93.36
16462.71,93.36
19967.15,93.36
13811.0,93.35
19997.34,93.35
22023.8,93.35
21139.51,93.35
17415.56,93.35
21845.58,93.35
21451.64,93.35
13191.61,93.35
17265.38,93.35
21470.63,93.35
17940.09,93.35
21425.74,93.35
21515.92,93.35
13509.58,93.35
13842.85,93.35
20450.0,93.35
21527.41,93.35
19058.7,93.35
13446.57,93.35
16883.33,93.35
12663.66,93.35
15245.15,93.35
14676.4,93.35
21953.78,93.35
14311.39,93.35
10544.58,93.35
16071.1,93.35
11556.84,93.35
16465.82,93.35
17791.67,93.35
21063.16,93.35
21340.62,93.35
17817.48,93.35
20552.55,93.35
21781.21,93.35
19947.76,93.35
18502.42,93.35
9295.96,93.35
21896.52,93.35
21646.52,93.35
17392.77,93.34
19305.0,93.34
18841.04,93.34
21500.14,93.34
18106.04,93.34
13242.35,93.34
21519.82,93.34
17651.82,93.34
3256.2,93.34
16118.63,93.34
21306.63,93.34
16202.09,93.34
18905.9,93.34
9873.77,93.34
7834.74,93.34
12214.22,93.34
17436.69,93.34
21758.32,93.34
11040.97,93.34
17298.3,93.33
18164.67,93.33
7181.45,93.33
15633.24,93.33
21234.86,93.33
15284.11,93.33
16957.54,93.33
20541.74,93.33
19113.43,93.33
18701.77,93.33
21693.56,93.33
20939.57,93.33
18012.06,93.33
19136.22,93.33
11882.22,93.33
17253.89,93.33
15713.79,93.33
20528.1,93.33
15751.18,93.33
19810.06,93.33
20349.4,93.33
18416.62,93.33
18415.45,93.33
21177.01,93.33
21504.53,93.33
21646.71,93.33
17006.82,93.33
20213.44,93.33
21332.34,93.33
14668.61,93.33
21456.8,93.33
12712.55,93.33
19019.16,93.33
21304.0,93.33
21845.78,93.33
14817.81,93.33
15161.88,93.33
14062.56,93.33
14045.61,93.33
16522.4,93.32
16520.75,93.32
16906.8,93.32
9302.68,93.32
20917.17,93.32
16254.88,93.32
18247.84,93.32
8642.09,93.32
5376.74,93.32
11962.66,93.32
10850.28,93.32
14527.0,93.32
14983.76,93.32
21506.08,93.32
18610.42,93.32
16452.28,93.32
21415.32,93.32
20093.07,93.32
21234.08,93.32
21648.37,93.32
21665.9,93.32
21889.6,93.32
7622.14,93.32
14989.21,93.32
14055.45,93.32
14988.14,93.32
11152.29,93.32
16648.52,93.31
17948.47,93.31
20938.01,93.31
21700.86,93.31
21801.37,93.31
16842.33,93.31
21880.45,93.31
5102.88,93.31
15125.56,93.31
21579.61,93.31
14871.57,93.31
21487.87,93.31
19632.71,93.31
21960.21,93.31
9868.12,93.31
12389.13,93.31
17437.28,93.31
21418.34,93.31
20635.33,93.31
18462.68,93.31
19990.42,93.31
12947.46,93.31
17304.34,93.31
15159.25,93.31
16467.87,93.31
15138.31,93.31
18652.2,93.31
21298.94,93.31
16981.59,93.31
21274.4,93.31
18962.19,93.3
15121.08,93.3
16042.96,93.3
21838.86,93.3
17074.5,93.3
17845.24,93.3
5851.22,93.3
13884.43,93.3
18392.17,93.3
13343.24,93.3
19491.98,93.3
12807.99,93.3
21932.94,93.3
21295.92,93.3
15802.6,93.3
10470.27,93.3
18443.11,93.3
20232.33,93.3
21211.19,93.3
17823.23,93.3
21689.08,93.3
12425.74,93.3
21644.08,93.3
4008.52,93.3
16848.56,93.3
21785.3,93.3
21369.64,93.3
15843.22,93.3
14015.13,93.3
17055.32,93.3
17521.13,93.3
16632.55,93.3
16124.77,93.3
13723.55,93.3
21565.0,93.3
17771.22,93.3
21731.54,93.3
21577.18,93.3
21150.71,93.29
21205.83,93.29
12543.1,93.29
16738.12,93.29
9067.97,93.29
20008.44,93.29
18069.72,93.29
14924.35,93.29
21462.75,93.29
18997.83,93.29
15729.27,93.29
21394.87,93.29
19614.89,93.29
18111.4,93.29
17857.41,93.29
15312.15,93.29
21362.34,93.29
17530.09,93.29
2384.47,93.29
19193.88,93.29
20092.39,93.29
16999.51,93.29
21713.52,93.29
15788.0,93.29
6281.87,93.29
7346.92,93.29
16882.35,93.29
21435.38,93.29
19838.49,93.29
21963.42,93.29
20968.89,93.29
21523.52,93.29
12471.32,93.29
16408.95,93.28
16447.61,93.28
13245.47,93.28
21241.09,93.28
21808.28,93.28
20265.64,93.28
18730.31,93.28
15261.32,93.28
21126.17,93.28
15395.52,93.28
12309.95,93.28
16510.72,93.28
16001.37,93.28
10122.21,93.28
18412.82,93.28
13765.81,93.28
21657.82,93.28
18674.89,93.28
16190.99,93.28
17012.76,93.28
13563.25,93.28
12002.1,93.28
10993.84,93.28
13110.29,93.28
21957.48,93.28
18459.18,93.27
14442.08,93.27
19336.55,93.27
5808.17,93.27
21417.85,93.27
17785.83,93.27
5503.74,93.27
16646.97,93.27
14817.61,93.27
11151.61,93.27
7370.0,93.27
21826.4,93.27
21778.19,93.27
11597.74,93.27
18789.52,93.27
17393.06,93.27
16557.08,93.27
21725.4,93.27
18998.91,93.27
21499.95,93.27
19219.59,93.26
14147.48,93.26
15797.05,93.26
16134.41,93.26
17269.08,93.26
13353.57,93.26
20207.5,93.26
21987.18,93.26
14001.88,93.26
17334.92,93.26
12698.92,93.26
8661.57,93.26
12224.44,93.26
9883.02,93.26
17357.22,93.26
21719.66,93.26
17522.98,93.26
19712.08,93.26
17650.95,93.26
21408.11,93.26
20785.6,93.26
18446.52,93.26
15617.27,93.25
13067.54,93.25
12864.77,93.25
21780.04,93.25
18152.6,93.25
15001.58,93.25
21759.49,93.25
21598.89,93.25
11082.17,93.25
21148.37,93.25
18604.48,93.25
17386.24,93.25
11846.28,93.25
8607.32,93.25
21185.97,93.25
16044.71,93.25
12321.15,93.25
21461.87,93.25
4170.87,93.25
15850.91,93.25
10905.5,93.25
18030.28,93.25
19049.84,93.25
13918.81,93.25
18189.51,93.25
19106.52,93.25
18624.15,93.25
21602.3,93.25
13491.96,93.25
13496.05,93.25
18694.37,93.24
20086.45,93.24
6648.35,93.24
18338.61,93.24
9822.25,93.24
9004.67,93.24
21585.84,93.24
20606.89,93.24
21260.08,93.24
21479.5,93.24
21690.93,93.24
18318.55,93.24
9393.06,93.24
20155.4,93.24
21390.09,93.24
19350.09,93.24
8920.04,93.24
13161.22,93.24
21589.16,93.24
19205.66,93.24
17736.36,93.24
20170.59,93.24
15569.36,93.24
18930.54,93.24
14592.26,93.24
12287.84,93.24
17600.79,93.23
15750.99,93.23
21983.39,93.23
13056.34,93.23
12888.63,93.23
20054.89,93.23
18019.37,93.23
21474.92,93.23
20890.88,93.23
21668.33,93.23
19891.57,93.23
21001.02,93.23
20804.01,93.23
5507.53,93.23
16771.23,93.23
14994.86,93.23
17662.93,93.23
10765.85,93.23
20980.48,93.23
21653.43,93.23
17510.22,93.22
21570.75,93.22
22042.11,93.22
7476.93,93.22
13863.11,93.22
19149.08,93.22
18640.03,93.22
13219.66,93.22
16270.85,93.22
13166.39,93.22
7362.89,93.22
21658.59,93.22
20000.84,93.22
10458.29,93.22
16063.7,93.22
20452.14,93.22
21368.57,93.22
13963.12,93.22
16177.16,93.22
14791.81,93.22
14953.76,93.22
20364.1,93.22
16582.2,93.22
20344.62,93.22
14718.28,93.22
16671.12,93.22
9039.44,93.22
20419.52,93.21
15154.29,93.21
19049.94,93.21
15742.13,93.21
21665.61,93.21
20057.81,93.21
16574.9,93.21
17533.89,93.21
7686.9,93.21
21719.75,93.21
20952.14,93.21
14338.07,93.21
7154.18,93.21
21306.53,93.21
5088.57,93.21
12526.64,93.21
20100.96,93.21
9526.87,93.21
19979.81,93.21
20112.84,93.21
18937.45,93.21
19227.67,93.21
14294.64,93.21
16383.33,93.21
13771.56,93.21
16508.28,93.21
20398.67,93.21
21974.91,93.21
20182.28,93.21
13491.08,93.21
21625.77,93.21
11666.11,93.21
20939.48,93.21
18785.62,93.21
14698.9,93.2
21245.08,93.2
8758.76,93.2
17749.99,93.2
21915.8,93.2
21324.94,93.2
15431.65,93.2
16133.73,93.2
12674.57,93.2
10536.89,93.2
11334.7,93.2
12116.63,93.2
19982.82,93.2
19626.67,93.2
20674.58,93.2
13493.81,93.2
16244.46,93.2
11330.8,93.2
17429.87,93.2
21866.71,93.2
21609.9,93.2
21481.05,93.2
21404.21,93.2
21043.88,93.2
19165.05,93.2
21122.47,93.2
21966.93,93.2
17530.77,93.2
21710.79,93.2
19948.54,93.2
18622.3,93.2
21017.39,93.2
15185.74,93.2
14093.62,93.2
19907.64,93.19
7144.74,93.19
11647.8,93.19
21997.7,93.19
16035.95,93.19
20780.83,93.19
19690.17,93.19
17669.65,93.19
7058.74,93.19
21430.41,93.19
21859.9,93.19
19346.29,93.19
17867.25,93.19
22033.54,93.19
18831.3,93.19
21976.18,93.19
19147.81,93.19
19017.6,93.19
21506.96,93.19
19885.63,93.19
15203.66,93.19
13755.59,93.19
21138.93,93.19
16559.32,93.19
17342.32,93.19
12702.91,93.19
10964.33,93.19
21945.01,93.19
11224.84,93.19
16203.16,93.19
14839.92,93.19
21874.41,93.18
20313.75,93.18
21893.98,93.18
18840.16,93.18
11559.76,93.18
17532.52,93.18
21630.55,93.18
15658.18,93.18
18456.84,93.18
16905.73,93.18
21997.51,93.18
13229.98,93.18
17529.5,93.18
14394.46,93.18
20887.66,93.18
20237.89,93.18
20296.9,93.18
6992.81,93.18
14999.93,93.18
14810.11,93.18
15120.1,93.18
12183.44,93.18
22034.13,93.18
17499.6,93.18
13297.18,93.18
11448.15,93.18
11137.48,93.18
21612.04,93.18
14676.2,93.18
19328.08,93.18
14794.24,93.18
20694.83,93.17
21012.81,93.17
21729.69,93.17
18799.84,93.17
21514.26,93.17
18350.78,93.17
16925.5,93.17
17780.67,93.17
19092.5,93.17
17035.94,93.17
21285.6,93.17
20884.55,93.17
20979.21,93.17
21768.64,93.17
21843.24,93.17
21250.15,93.17
10663.49,93.17
15970.02,93.17
19889.43,93.17
20490.32,93.17
20479.61,93.17
20985.05,93.17
21342.96,93.17
16932.8,93.17
21115.55,93.17
14728.89,93.17
16168.79,93.17
21202.33,93.16
16639.08,93.16
15324.33,93.16
21491.18,93.16
8633.91,93.16
20708.66,93.16
21197.26,93.16
11736.23,93.16
8700.33,93.16
13840.71,93.16
19723.19,93.16
9650.16,93.16
21893.2,93.16
9651.72,93.16
20134.65,93.16
20914.25,93.16
14404.59,93.16
13435.08,93.16
9362.96,93.16
16177.75,93.16
15036.25,93.16
21371.49,93.16
21818.99,93.16
16624.86,93.16
15298.52,93.16
21320.46,93.16
13623.53,93.16
14453.28,93.16
14021.17,93.16
20070.77,93.16
12251.51,93.16
12220.25,93.16
21655.87,93.16
17054.15,93.15
21350.26,93.15
15544.43,93.15
18602.05,93.15
21132.79,93.15
21620.9,93.15
13375.38,93.15
20949.41,93.15
17372.71,93.15
9282.42,93.15
18196.52,93.15
21175.06,93.15
16298.02,93.15
9481.68,93.15
11474.25,93.15
16955.3,93.15
18028.91,93.15
20915.52,93.15
20513.69,93.15
13551.56,93.15
19308.31,93.15
14496.13,93.15
15129.74,93.15
20822.02,93.15
13673.49,93.15
20831.76,93.15
17616.67,93.15
17705.97,93.15
21471.41,93.15
21288.03,93.15
11774.5,93.14
16786.13,93.14
7508.29,93.14
19480.79,93.14
12079.23,93.14
18307.25,93.14
19516.23,93.14
14645.14,93.14
14640.27,93.14
21637.56,93.14
21339.26,93.14
21074.16,93.14
15217.78,93.14
21195.9,93.14
16515.3,93.14
10207.03,93.14
13695.11,93.14
19832.36,93.14
17198.67,93.14
19335.68,93.14
16652.71,93.14
15590.3,93.14
19079.93,93.14
20966.35,93.14
19993.44,93.14
20741.39,93.13
19740.13,93.13
7476.74,93.13
20540.47,93.13
21060.04,93.13
17814.75,93.13
21719.17,93.13
21790.56,93.13
21475.5,93.13
11505.71,93.13
16937.96,93.13
14312.26,93.13
11723.96,93.13
20253.96,93.13
21933.72,93.13
9248.63,93.13
13755.49,93.13
18461.32,93.13
20998.1,93.13
20908.12,93.13
19590.74,93.13
21619.74,93.13
17009.64,93.13
17409.23,93.13
21458.46,93.13
14883.16,93.13
17187.28,93.13
19595.02,93.13
16655.15,93.13
20145.46,93.13
15119.71,93.13
20874.22,93.13
20385.62,93.13
19895.86,93.13
19799.83,93.13
20404.23,93.13
21109.61,93.13
14110.38,93.12
18628.44,93.12
21548.25,93.12
21224.43,93.12
14649.81,93.12
16833.95,93.12
18411.55,93.12
13595.87,93.12
8727.79,93.12
21836.82,93.12
19495.69,93.12
5423.78,93.12
19189.11,93.12
15173.08,93.12
18472.13,93.12
20455.55,93.12
22009.19,93.12
22027.5,93.12
21640.77,93.12
20761.55,93.12
13188.69,93.12
18084.52,93.12
14522.04,93.12
14119.24,93.12
21776.24,93.12
22029.65,93.12
17974.67,93.12
8980.22,93.12
20877.05,93.12
2215.5,93.12
20797.0,93.12
17152.02,93.12
16393.17,93.12
21305.85,93.11
21607.56,93.11
20194.84,93.11
18582.28,93.11
15912.36,93.11
21121.69,93.11
18683.85,93.11
17735.38,93.11
20051.78,93.11
21937.91,93.11
16466.89,93.11
14044.15,93.11
21882.69,93.11
21097.44,93.11
11617.03,93.11
20900.52,93.11
21694.63,93.11
14561.97,93.11
11389.14,93.11
18438.04,93.11
4368.08,93.11
16835.9,93.11
14637.25,93.11
21560.13,93.11
16055.23,93.11
15039.56,93.11
11291.65,93.11
18961.61,93.11
18697.68,93.11
18756.41,93.11
16510.91,93.11
14502.17,93.1
8904.65,93.1
21083.81,93.1
21506.57,93.1
17305.61,93.1
14721.88,93.1
21842.66,93.1
16508.38,93.1
10048.58,93.1
21559.45,93.1
21703.3,93.1
16899.01,93.1
21577.08,93.1
12786.76,93.1
15297.35,93.1
18479.14,93.1
11203.71,93.1
21670.38,93.1
21796.3,93.1
16349.83,93.1
16924.72,93.1
21874.21,93.1
14559.53,93.1
16795.39,93.09
15765.01,93.09
14504.12,93.09
14435.75,93.09
13568.8,93.09
15164.9,93.09
21772.34,93.09
21484.37,93.09
18216.09,93.09
19623.17,93.09
11712.86,93.09
20153.06,93.09
18313.87,93.09
16076.46,93.09
16536.92,93.09
21777.8,93.09
19989.35,93.09
21375.68,93.09
12999.85,93.09
21239.24,93.09
21582.63,93.09
15796.57,93.09
12508.91,93.09
19991.2,93.08
19403.75,93.08
20406.76,93.08
17048.99,93.08
11650.14,93.08
18223.01,93.08
20398.58,93.08
21368.67,93.08
14382.19,93.08
13183.82,93.08
21011.15,93.08
21187.72,93.08
20106.8,93.08
9797.32,93.08
11523.34,93.08
21768.94,93.08
21328.25,93.08
20639.91,93.08
17549.95,93.08
17548.49,93.08
21304.78,93.08
17806.48,93.08
20159.59,93.08
16768.6,93.08
20233.41,93.08
13151.49,93.08
20473.66,93.08
20686.65,93.08
15291.51,93.08
16972.05,93.08
21586.72,93.08
20758.72,93.08
20906.07,93.08
21122.86,93.08
21914.53,93.08
17941.75,93.07
17292.85,93.07
20140.98,93.07
18019.17,93.07
20170.49,93.07
20895.36,93.07
21766.5,93.07
19823.89,93.07
17031.94,93.07
10305.1,93.07
13262.51,93.07
17425.59,93.07
17078.88,93.07
14163.26,93.07
21413.86,93.07
9987.52,93.07
17390.33,93.07
6145.24,93.07
14529.34,93.07
12472.98,93.07
21784.91,93.07
7694.98,93.07
21459.53,93.07
