Frequencia (Hz),Amplitude (dB)
6825.69,112.91
10285.23,112.91
10200.51,112.91
7178.34,112.91
11246.56,112.91
3241.0,112.91
4379.28,112.91
7295.4,112.91
4400.03,112.91
5028.48,112.91
5425.14,112.91
11457.7,112.91
6734.83,112.91
5878.58,112.91
3851.14,112.91
7449.08,112.91
4638.63,112.91
3660.55,112.91
4315.79,112.91
3521.48,112.91
11584.4,112.91
6577.15,112.91
7008.3,112.91
4976.18,112.91
6343.42,112.91
8174.53,112.91
5512.21,112.91
3298.36,112.91
8720.39,112.91
9995.21,112.91
3612.35,112.91
7368.83,112.91
6842.73,112.91
12246.06,112.91
8694.49,112.91
3915.62,112.91
6519.89,112.91
9978.56,112.91
5255.59,112.91
9405.91,112.91
8640.43,112.91
5899.04,112.91
5098.79,112.91
8979.74,112.91
6974.4,112.91
9720.96,112.91
3445.71,112.91
4434.8,112.91
6783.52,112.91
6837.38,112.91
1660.67,112.91
5086.42,112.9
9823.81,112.9
8049.97,112.9
4807.89,112.9
4266.7,112.9
9220.48,112.9
8903.29,112.9
7775.43,112.9
8160.21,112.9
7777.08,112.9
8174.92,112.9
8979.35,112.9
4260.37,112.9
11842.68,112.9
2443.97,112.9
6416.27,112.9
8684.26,112.9
6763.56,112.9
5019.23,112.9
9524.34,112.9
4129.48,112.9
12336.44,112.9
7461.74,112.9
8745.32,112.9
4891.65,112.9
8023.28,112.9
8993.47,112.9
7686.51,112.9
4893.01,112.9
5265.42,112.9
7257.71,112.9
6427.66,112.9
4870.12,112.9
4868.57,112.9
4362.82,112.9
5389.69,112.9
7800.85,112.9
5946.37,112.9
5252.08,112.9
8359.86,112.9
6154.78,112.9
5654.98,112.9
8771.33,112.9
11144.69,112.9
3794.56,112.9
9434.15,112.9
11483.51,112.9
7698.2,112.9
10541.17,112.9
7190.51,112.9
8353.14,112.9
3213.64,112.9
3733.4,112.9
2838.79,112.9
10111.01,112.9
7705.01,112.9
3481.07,112.89
5608.33,112.89
3311.03,112.89
9856.92,112.89
4014.08,112.89
8502.34,112.89
4818.9,112.89
6279.34,112.89
8639.36,112.89
8221.47,112.89
7807.66,112.89
9219.8,112.89
9217.76,112.89
7615.51,112.89
4627.43,112.89
6683.5,112.89
10621.62,112.89
4615.74,112.89
8705.59,112.89
2159.31,112.89
3433.83,112.89
6102.68,112.89
3456.33,112.89
5455.62,112.89
10271.21,112.89
6634.71,112.89
7280.2,112.89
10743.35,112.89
2249.29,112.89
9510.51,112.89
4214.7,112.89
4985.53,112.89
7725.08,112.89
4883.66,112.89
4382.5,112.89
6064.79,112.89
9456.85,112.89
6332.42,112.89
3389.91,112.89
3555.57,112.89
7919.85,112.89
8479.35,112.89
4653.63,112.89
6777.29,112.89
4587.01,112.89
3683.34,112.89
8676.37,112.89
3213.54,112.89
10287.57,112.89
8268.9,112.89
10338.02,112.89
4330.3,112.89
7750.5,112.89
4756.37,112.89
8578.59,112.89
9227.69,112.89
9335.79,112.89
6517.26,112.89
6696.65,112.89
10089.78,112.89
4383.76,112.89
2068.93,112.89
4984.56,112.89
9175.88,112.89
6352.28,112.88
10583.54,112.88
4479.5,112.88
10252.61,112.88
10553.44,112.88
6387.34,112.88
9546.15,112.88
4476.48,112.88
7329.0,112.88
1474.76,112.88
3211.79,112.88
4635.22,112.88
10077.8,112.88
6584.56,112.88
6056.12,112.88
6088.07,112.88
5711.27,112.88
5602.78,112.88
5891.25,112.88
5703.09,112.88
4418.82,112.88
8242.6,112.88
9261.68,112.88
5916.08,112.88
1500.76,112.88
9315.73,112.88
10842.3,112.88
5948.02,112.88
7892.0,112.88
8537.49,112.88
8156.8,112.88
10311.92,112.88
4653.34,112.88
4740.6,112.88
5680.69,112.88
10074.39,112.88
4840.52,112.88
3029.67,112.88
4615.55,112.88
8545.38,112.88
9116.37,112.88
5302.53,112.88
8406.02,112.88
6955.9,112.88
11958.57,112.88
9582.28,112.88
7052.7,112.88
5109.41,112.88
6445.68,112.88
3753.95,112.88
9949.15,112.88
2096.88,112.88
12789.59,112.88
6964.96,112.88
9985.37,112.88
2473.97,112.88
4258.81,112.87
10874.34,112.87
12636.88,112.87
10788.64,112.87
6675.13,112.87
3181.6,112.87
4798.15,112.87
3501.42,112.87
8473.32,112.87
3893.02,112.87
6903.5,112.87
9554.43,112.87
5020.98,112.87
7104.52,112.87
4532.18,112.87
7210.38,112.87
7396.0,112.87
4078.06,112.87
8218.84,112.87
5573.56,112.87
7736.76,112.87
4324.75,112.87
9078.68,112.87
7596.91,112.87
5164.14,112.87
8598.17,112.87
5795.32,112.87
5584.08,112.87
7750.98,112.87
7280.3,112.87
10379.21,112.87
9796.25,112.87
3058.98,112.87
5111.45,112.87
8484.81,112.87
6014.25,112.87
6299.6,112.87
10398.21,112.87
5393.2,112.87
8665.07,112.87
5310.13,112.87
4569.97,112.87
5917.73,112.87
10615.09,112.87
6529.53,112.87
8966.3,112.87
6427.18,112.87
10107.4,112.87
9106.05,112.87
4200.28,112.87
10245.5,112.87
9962.88,112.87
4396.81,112.87
10017.71,112.87
8619.4,112.87
9033.69,112.87
4885.8,112.87
2089.96,112.87
8142.78,112.87
6126.63,112.87
6881.4,112.87
5475.01,112.86
3870.23,112.86
3878.12,112.86
6432.92,112.86
6683.8,112.86
4106.01,112.86
8747.56,112.86
9690.87,112.86
8075.97,112.86
3951.16,112.86
5604.63,112.86
4133.47,112.86
3916.0,112.86
5150.02,112.86
7408.86,112.86
8072.17,112.86
7594.48,112.86
3014.48,112.86
7447.81,112.86
4409.28,112.86
3151.02,112.86
4747.9,112.86
6977.81,112.86
4474.14,112.86
6924.35,112.86
1686.09,112.86
5870.5,112.86
6031.97,112.86
4810.81,112.86
3230.68,112.86
10165.93,112.86
7496.31,112.86
5778.96,112.86
11206.14,112.86
10316.4,112.86
5937.21,112.86
11059.96,112.86
8207.25,112.86
7819.64,112.86
4487.39,112.86
6827.83,112.86
6836.31,112.86
9537.97,112.86
4459.92,112.86
10967.54,112.86
3286.09,112.86
4461.97,112.86
7759.26,112.86
3503.47,112.86
8121.06,112.86
6052.13,112.86
8442.54,112.85
10085.1,112.85
3017.01,112.85
9683.96,112.85
4892.52,112.85
5824.83,112.85
4018.46,112.85
6134.52,112.85
8546.45,112.85
10380.77,112.85
4453.01,112.85
5456.6,112.85
5600.83,112.85
8866.77,112.85
6807.19,112.85
7655.15,112.85
11366.35,112.85
4099.78,112.85
8487.24,112.85
7144.25,112.85
5198.62,112.85
9344.36,112.85
5041.92,112.85
8442.35,112.85
6416.85,112.85
6745.93,112.85
6669.48,112.85
4733.19,112.85
9015.48,112.85
3587.03,112.85
7389.77,112.85
6024.77,112.85
6849.16,112.85
6200.65,112.85
5180.7,112.85
3565.5,112.85
10313.87,112.85
4232.71,112.85
5535.97,112.85
6535.76,112.85
8153.1,112.85
9998.42,112.85
7762.38,112.85
5754.61,112.85
9260.9,112.85
3284.24,112.85
3806.44,112.85
6250.22,112.85
2465.5,112.85
4455.83,112.85
3449.42,112.85
4426.13,112.85
5004.91,112.85
4276.25,112.85
13406.35,112.85
4209.73,112.85
4499.85,112.84
5289.87,112.84
3771.29,112.84
10290.79,112.84
4625.68,112.84
5846.45,112.84
11421.28,112.84
5662.09,112.84
6562.45,112.84
9009.34,112.84
6366.99,112.84
3170.4,112.84
6734.44,112.84
3837.12,112.84
12143.71,112.84
3193.87,112.84
3336.64,112.84
9901.33,112.84
5447.54,112.84
3330.89,112.84
8073.34,112.84
8111.91,112.84
5449.0,112.84
3326.61,112.84
7335.62,112.84
4076.89,112.84
5683.81,112.84
7352.66,112.84
8690.49,112.84
9769.95,112.84
5266.3,112.84
3498.69,112.84
2765.65,112.84
6272.52,112.84
7378.08,112.84
9306.87,112.84
7104.03,112.84
10093.48,112.84
4215.38,112.84
9791.08,112.84
4425.25,112.84
6951.23,112.84
5472.47,112.84
2253.58,112.84
4088.19,112.84
7773.48,112.84
5654.1,112.84
4043.78,112.84
6329.01,112.84
6197.63,112.84
4522.15,112.84
4059.95,112.84
7000.11,112.84
4439.66,112.84
10368.4,112.84
9254.18,112.84
4725.5,112.84
9.45,112.84
4019.33,112.84
10008.55,112.84
6599.55,112.83
3840.72,112.83
5486.69,112.83
1635.84,112.83
8050.84,112.83
6538.88,112.83
9834.81,112.83
1630.87,112.83
8205.5,112.83
8511.2,112.83
7443.62,112.83
6387.54,112.83
6050.67,112.83
8422.38,112.83
7352.47,112.83
5634.04,112.83
7367.85,112.83
11961.69,112.83
3020.81,112.83
9970.38,112.83
10795.36,112.83
11931.2,112.83
9852.83,112.83
6111.73,112.83
4759.68,112.83
10825.55,112.83
10206.84,112.83
5563.73,112.83
5167.65,112.83
5969.94,112.83
5208.35,112.83
9166.63,112.83
11978.34,112.83
13136.39,112.83
5882.38,112.83
4797.37,112.83
4741.67,112.83
5781.88,112.83
4374.32,112.83
5655.76,112.83
3400.43,112.83
8881.47,112.83
10122.4,112.83
10073.12,112.83
12629.29,112.83
6158.19,112.83
5211.86,112.83
6171.43,112.83
4710.31,112.83
9452.17,112.83
10282.22,112.83
3374.33,112.83
6828.32,112.83
6197.83,112.83
6801.64,112.83
5772.43,112.83
3208.57,112.82
12587.02,112.82
5877.22,112.82
6384.03,112.82
6858.61,112.82
2654.92,112.82
8738.8,112.82
11211.4,112.82
8164.69,112.82
3845.5,112.82
5827.94,112.82
7472.94,112.82
8985.29,112.82
7169.77,112.82
4345.1,112.82
8642.19,112.82
10127.27,112.82
9700.32,112.82
7464.37,112.82
2988.96,112.82
7221.97,112.82
8255.26,112.82
10574.67,112.82
6275.93,112.82
4450.96,112.82
7954.23,112.82
9607.21,112.82
4306.44,112.82
11464.13,112.82
7889.57,112.82
4076.6,112.82
2709.45,112.82
1463.75,112.82
10908.13,112.82
6046.19,112.82
12632.99,112.82
14712.73,112.82
7383.05,112.82
9034.27,112.82
8036.62,112.82
8286.82,112.82
3483.7,112.82
5439.95,112.82
9815.72,112.82
10117.82,112.82
4217.33,112.82
3822.12,112.82
10401.22,112.82
5768.24,112.82
4720.63,112.82
5219.94,112.82
8290.91,112.82
8274.35,112.82
7795.2,112.81
79.27,112.81
4661.32,112.81
6560.11,112.81
2949.03,112.81
9474.28,112.81
5497.7,112.81
5056.72,112.81
9117.74,112.81
3940.55,112.81
8383.23,112.81
3095.31,112.81
5005.88,112.81
6415.1,112.81
9532.61,112.81
4271.96,112.81
7153.21,112.81
4663.66,112.81
9871.53,112.81
11746.65,112.81
8364.92,112.81
1150.94,112.81
9847.47,112.81
5405.27,112.81
9311.74,112.81
4548.55,112.81
3601.93,112.81
5691.21,112.81
7053.29,112.81
11043.41,112.81
8096.91,112.81
2724.06,112.81
4209.63,112.81
8752.72,112.81
2759.22,112.81
10351.95,112.81
6333.1,112.81
10305.59,112.81
6185.07,112.81
3407.73,112.81
11102.13,112.81
6912.17,112.81
5362.72,112.81
4700.57,112.81
8491.62,112.81
8989.18,112.81
6672.4,112.81
5272.05,112.81
6629.74,112.81
6402.83,112.81
8627.68,112.81
3926.43,112.81
6410.72,112.81
6212.73,112.81
3199.22,112.81
3780.05,112.81
7165.38,112.81
6426.59,112.81
7196.26,112.81
6491.45,112.81
6489.5,112.81
9896.65,112.81
5150.21,112.81
3187.34,112.81
8569.24,112.81
7896.77,112.8
10279.1,112.8
10693.78,112.8
6260.74,112.8
8286.04,112.8
9333.45,112.8
9664.38,112.8
8774.73,112.8
4756.47,112.8
9870.65,112.8
4382.11,112.8
5142.33,112.8
9630.98,112.8
4464.79,112.8
7096.72,112.8
5137.36,112.8
8700.43,112.8
4383.86,112.8
7112.21,112.8
6430.68,112.8
8371.35,112.8
7101.59,112.8
8033.02,112.8
6909.93,112.8
6377.6,112.8
4033.85,112.8
3640.88,112.8
5579.6,112.8
4048.36,112.8
6186.43,112.8
7682.52,112.8
3275.58,112.8
7171.32,112.8
7726.54,112.8
2879.2,112.8
10325.94,112.8
5816.84,112.8
4633.37,112.8
4608.15,112.8
4588.09,112.8
7408.27,112.8
3938.5,112.8
7333.09,112.8
5439.36,112.8
9233.34,112.8
10345.32,112.8
7008.59,112.8
5235.82,112.8
4546.4,112.8
4269.04,112.8
4999.36,112.8
4171.16,112.8
8513.83,112.8
4185.97,112.8
7602.56,112.8
3414.94,112.8
9861.01,112.8
5457.57,112.8
8668.97,112.8
16668.68,112.8
6957.95,112.8
6366.02,112.8
7395.81,112.8
10068.35,112.8
8192.74,112.8
7508.78,112.79
3590.73,112.79
2850.86,112.79
3329.04,112.79
2095.71,112.79
8295.0,112.79
5381.03,112.79
8761.1,112.79
1754.27,112.79
7071.11,112.79
7676.48,112.79
5968.28,112.79
6547.65,112.79
5475.78,112.79
2544.09,112.79
6949.28,112.79
3309.66,112.79
8010.62,112.79
4689.86,112.79
3230.19,112.79
11677.7,112.79
7601.98,112.79
8968.63,112.79
9634.48,112.79
2778.7,112.79
6549.5,112.79
9077.42,112.79
4319.29,112.79
4478.04,112.79
7705.6,112.79
6409.84,112.79
5002.96,112.79
5900.69,112.79
9747.55,112.79
4010.57,112.79
11226.21,112.79
8496.4,112.79
7217.49,112.79
7802.31,112.79
3092.1,112.79
9240.35,112.79
9471.16,112.79
3292.33,112.79
12652.08,112.79
8054.54,112.79
5112.82,112.79
4969.75,112.79
9859.65,112.79
11175.17,112.79
9910.68,112.79
6531.48,112.79
5005.1,112.79
4015.73,112.79
10096.88,112.79
6781.96,112.79
3501.52,112.79
3179.16,112.79
7291.7,112.79
2945.04,112.79
4438.11,112.79
6715.84,112.79
4606.49,112.79
4232.32,112.79
8704.13,112.79
4524.98,112.79
8606.64,112.78
4270.79,112.78
8321.78,112.78
8854.4,112.78
11525.58,112.78
5651.77,112.78
7458.43,112.78
7190.31,112.78
4949.88,112.78
8625.63,112.78
1617.53,112.78
9450.9,112.78
6041.61,112.78
3281.32,112.78
6284.79,112.78
4822.6,112.78
3310.93,112.78
6613.77,112.78
9961.42,112.78
3234.58,112.78
3506.19,112.78
9530.28,112.78
3309.08,112.78
2303.25,112.78
8291.69,112.78
9868.51,112.78
7056.21,112.78
6345.56,112.78
6248.47,112.78
4981.93,112.78
6591.96,112.78
5173.49,112.78
5114.08,112.78
5678.45,112.78
3880.75,112.78
6694.61,112.78
3379.3,112.78
10318.35,112.78
3215.39,112.78
6811.47,112.78
8752.92,112.78
9602.15,112.78
9741.71,112.78
6607.25,112.78
5242.83,112.78
8268.51,112.78
7996.6,112.78
6234.35,112.78
10802.37,112.78
6151.37,112.78
7280.59,112.78
9354.59,112.78
6504.7,112.78
7144.93,112.78
7335.52,112.78
4447.75,112.78
10853.01,112.78
9717.46,112.78
7084.75,112.78
3866.24,112.78
6600.82,112.77
8773.37,112.77
9487.81,112.77
5030.91,112.77
9331.6,112.77
147.84,112.77
5341.58,112.77
6868.35,112.77
7554.16,112.77
6761.9,112.77
6083.3,112.77
3756.0,112.77
8988.11,112.77
9544.01,112.77
5056.92,112.77
6224.31,112.77
157.48,112.77
3661.63,112.77
6895.42,112.77
8046.46,112.77
12534.82,112.77
3162.22,112.77
6450.06,112.77
3008.73,112.77
9616.76,112.77
52.4,112.77
9124.36,112.77
9997.74,112.77
5283.44,112.77
7685.93,112.77
7765.2,112.77
10356.23,112.77
6855.98,112.77
8168.0,112.77
10325.07,112.77
5288.31,112.77
10437.26,112.77
6643.48,112.77
8462.99,112.77
8492.01,112.77
5103.66,112.77
5229.78,112.77
4998.09,112.77
8213.29,112.77
7232.58,112.77
8022.79,112.77
7836.39,112.77
8464.75,112.77
5872.06,112.77
2716.86,112.77
8601.48,112.77
2687.54,112.77
7354.22,112.77
9957.52,112.77
4897.29,112.77
8166.93,112.77
11594.24,112.77
6252.95,112.77
3822.8,112.77
3739.44,112.76
8318.86,112.76
7284.78,112.76
10484.59,112.76
14421.34,112.76
6223.44,112.76
10358.96,112.76
8278.05,112.76
6420.65,112.76
3099.69,112.76
11169.14,112.76
2889.23,112.76
3089.27,112.76
10064.65,112.76
3155.79,112.76
8988.02,112.76
5154.99,112.76
6686.72,112.76
6687.89,112.76
4953.29,112.76
9167.89,112.76
4128.02,112.76
5283.64,112.76
3849.98,112.76
8300.35,112.76
6755.08,112.76
3230.48,112.76
3430.62,112.76
8955.0,112.76
9216.49,112.76
9812.22,112.76
12363.32,112.76
3345.21,112.76
2798.18,112.76
5790.84,112.76
4701.54,112.76
11037.27,112.76
5944.13,112.76
11892.44,112.76
8686.89,112.76
5118.08,112.76
3265.06,112.76
9754.08,112.76
3202.34,112.76
7227.71,112.76
4092.38,112.76
5779.35,112.76
8749.51,112.76
3459.15,112.76
6718.76,112.76
7559.61,112.76
6648.74,112.76
3016.42,112.76
5070.06,112.76
7131.69,112.76
5705.72,112.76
3763.01,112.76
8645.99,112.76
4285.01,112.76
4349.0,112.76
6453.67,112.76
8565.83,112.76
9854.78,112.76
4384.54,112.76
5317.92,112.75
11720.65,112.75
4540.17,112.75
6305.93,112.75
9996.57,112.75
11251.23,112.75
6994.17,112.75
11097.75,112.75
5461.57,112.75
11446.79,112.75
6612.6,112.75
6829.88,112.75
3523.72,112.75
9799.46,112.75
7245.05,112.75
7408.08,112.75
7254.3,112.75
10135.65,112.75
9120.27,112.75
7761.5,112.75
8668.19,112.75
6261.91,112.75
4256.38,112.75
4255.02,112.75
7734.43,112.75
7768.03,112.75
8531.46,112.75
9217.07,112.75
6031.78,112.75
8689.71,112.75
4560.72,112.75
9283.98,112.75
10883.98,112.75
5069.48,112.75
11637.97,112.75
9844.84,112.75
10434.34,112.75
8046.27,112.75
3386.7,112.75
5846.06,112.75
6568.88,112.75
8582.59,112.75
9509.82,112.75
11184.62,112.75
7403.5,112.75
9857.5,112.75
7153.7,112.75
9349.23,112.75
7847.69,112.75
3112.94,112.75
8772.4,112.75
6462.72,112.75
5293.96,112.75
9673.15,112.75
3053.92,112.75
4021.96,112.74
8424.91,112.74
5037.05,112.74
8200.72,112.74
4444.92,112.74
3639.91,112.74
6416.37,112.74
4166.68,112.74
5850.44,112.74
13085.26,112.74
6312.65,112.74
4117.31,112.74
6097.03,112.74
8002.44,112.74
8996.59,112.74
9473.79,112.74
7838.24,112.74
5519.12,112.74
3581.86,112.74
4134.35,112.74
7395.03,112.74
4407.33,112.74
7458.04,112.74
7625.74,112.74
6058.46,112.74
2911.63,112.74
4949.5,112.74
6885.1,112.74
2850.38,112.74
7819.84,112.74
13200.57,112.74
3221.53,112.74
4349.68,112.74
6297.36,112.74
9500.38,112.74
5410.92,112.74
6306.9,112.74
8472.24,112.74
9994.24,112.74
10281.24,112.74
4650.51,112.74
11637.19,112.74
6575.79,112.74
3313.36,112.74
6506.84,112.74
8628.85,112.74
4980.56,112.74
4823.86,112.74
5488.06,112.74
5632.19,112.74
6217.5,112.74
8464.45,112.73
7024.85,112.73
8573.04,112.73
6528.07,112.73
12339.07,112.73
4740.01,112.73
7378.47,112.73
3192.11,112.73
4357.96,112.73
4054.59,112.73
4404.41,112.73
5720.33,112.73
5677.09,112.73
7228.88,112.73
6521.74,112.73
2112.85,112.73
3969.86,112.73
12059.37,112.73
8686.4,112.73
5313.83,112.73
4415.9,112.73
4735.43,112.73
8735.19,112.73
12641.65,112.73
8354.01,112.73
3472.59,112.73
8566.22,112.73
4416.78,112.73
7907.58,112.73
3688.02,112.73
10613.73,112.73
3157.83,112.73
14391.24,112.73
9620.17,112.73
2764.77,112.73
7379.35,112.73
10368.5,112.73
6347.8,112.73
2602.81,112.73
8990.16,112.73
9572.45,112.73
6468.86,112.73
5563.34,112.73
4807.5,112.73
8428.32,112.73
12504.43,112.73
2382.81,112.73
11261.75,112.73
8595.64,112.73
8034.87,112.73
7697.52,112.73
4731.64,112.73
6752.45,112.73
6291.22,112.73
3916.49,112.73
4791.34,112.73
6762.29,112.73
10662.52,112.73
11943.47,112.73
7887.13,112.73
9680.45,112.73
9267.91,112.73
3408.8,112.73
8448.19,112.72
6015.03,112.72
4606.78,112.72
2335.77,112.72
4709.14,112.72
6689.74,112.72
4553.22,112.72
8201.5,112.72
3488.76,112.72
3545.73,112.72
3043.01,112.72
4401.1,112.72
9273.46,112.72
9322.25,112.72
5219.36,112.72
6744.37,112.72
13295.04,112.72
7919.08,112.72
7944.49,112.72
6646.01,112.72
5099.47,112.72
9974.95,112.72
8522.4,112.72
147.25,112.72
10119.38,112.72
8273.18,112.72
5472.86,112.72
4231.25,112.72
9230.61,112.72
10488.87,112.72
10037.96,112.72
6316.93,112.72
6233.76,112.72
9268.4,112.72
8530.77,112.72
5769.7,112.72
8656.31,112.72
9624.26,112.72
10292.05,112.72
1448.17,112.72
6238.44,112.72
5815.48,112.72
10924.59,112.72
1434.44,112.72
604.98,112.72
4257.64,112.72
5387.45,112.72
8166.25,112.72
6433.21,112.72
7545.0,112.72
5257.44,112.72
9511.97,112.72
13287.54,112.72
10086.56,112.72
7455.31,112.72
8791.19,112.72
7214.47,112.72
8001.17,112.72
5020.78,112.72
6086.22,112.72
7554.35,112.72
8997.07,112.72
2524.32,112.71
523.56,112.71
3567.65,112.71
2637.19,112.71
9417.89,112.71
8102.26,112.71
3604.07,112.71
6639.0,112.71
10239.07,112.71
6676.3,112.71
10465.79,112.71
7633.04,112.71
6757.03,112.71
5405.08,112.71
5270.78,112.71
52.59,112.71
8420.92,112.71
4203.2,112.71
7309.52,112.71
11310.25,112.71
5196.67,112.71
2977.96,112.71
7942.35,112.71
3141.67,112.71
9357.61,112.71
4756.76,112.71
4830.39,112.71
8552.98,112.71
7696.05,112.71
9894.71,112.71
9327.8,112.71
6297.84,112.71
8188.94,112.71
8644.33,112.71
4127.34,112.71
6151.18,112.71
5964.48,112.71
4592.27,112.71
3061.71,112.71
2786.2,112.71
4432.94,112.71
10112.17,112.71
7367.17,112.71
3653.44,112.71
8245.43,112.71
4925.44,112.71
8072.46,112.71
6444.41,112.71
11244.03,112.71
8056.2,112.71
4357.27,112.71
8137.81,112.71
4388.34,112.71
9613.54,112.71
7380.42,112.71
2861.28,112.7
3394.29,112.7
10826.81,112.7
3853.97,112.7
6333.88,112.7
4746.93,112.7
10272.87,112.7
9545.18,112.7
7774.65,112.7
4835.45,112.7
9207.24,112.7
9930.54,112.7
8398.52,112.7
5792.1,112.7
6841.76,112.7
5632.29,112.7
5391.25,112.7
2705.85,112.7
5424.75,112.7
8131.77,112.7
9556.28,112.7
9929.86,112.7
9563.68,112.7
4736.41,112.7
10308.12,112.7
9923.34,112.7
8619.79,112.7
2178.98,112.7
12489.73,112.7
9877.66,112.7
9275.8,112.7
5546.49,112.7
4668.63,112.7
3135.04,112.7
3474.54,112.7
7337.96,112.7
10960.63,112.7
64.18,112.7
3152.96,112.7
9393.44,112.7
4311.89,112.7
6875.55,112.7
4929.92,112.7
7674.05,112.7
5269.32,112.7
10089.48,112.7
7548.71,112.7
6075.5,112.7
10074.68,112.7
3204.48,112.7
5749.45,112.7
12370.13,112.7
5300.0,112.7
4899.83,112.7
7746.11,112.7
10384.77,112.7
12350.07,112.7
7241.64,112.7
3952.72,112.7
8072.56,112.7
6556.22,112.7
6997.97,112.7
5843.33,112.7
10575.26,112.7
3319.4,112.7
2318.15,112.7
4832.63,112.7
9971.84,112.7
8157.97,112.7
4076.5,112.7
7754.59,112.7
6436.82,112.7
9973.4,112.7
4740.5,112.7
4673.69,112.7
4272.64,112.69
6398.45,112.69
10288.55,112.69
5754.51,112.69
7885.96,112.69
7158.57,112.69
2894.2,112.69
4258.03,112.69
12751.31,112.69
10404.05,112.69
6025.84,112.69
5962.24,112.69
8286.52,112.69
5388.82,112.69
7099.74,112.69
9826.05,112.69
7937.29,112.69
6842.44,112.69
10567.86,112.69
8155.83,112.69
9943.79,112.69
4897.39,112.69
3205.55,112.69
602.54,112.69
10221.44,112.69
6450.65,112.69
9339.88,112.69
5747.4,112.69
5181.96,112.69
4120.03,112.69
6477.04,112.69
4900.8,112.69
8383.04,112.69
3484.67,112.69
8257.31,112.69
7766.27,112.69
4064.43,112.69
10671.28,112.69
8876.5,112.69
8696.82,112.69
5416.09,112.69
5559.93,112.69
10285.82,112.69
8241.24,112.69
4604.06,112.69
7598.57,112.69
8360.44,112.69
6033.24,112.69
6225.48,112.69
5658.68,112.69
8239.0,112.69
6351.41,112.69
2732.24,112.69
9501.94,112.69
3829.04,112.69
8154.17,112.69
8906.79,112.69
7331.14,112.69
3925.26,112.69
6328.72,112.69
6936.81,112.69
8684.06,112.69
7689.14,112.69
4728.71,112.69
8179.1,112.69
5352.49,112.69
4636.49,112.69
7556.59,112.69
5760.74,112.69
10567.56,112.69
4547.18,112.69
2598.92,112.69
4946.87,112.69
8419.26,112.69
10213.17,112.69
7019.4,112.69
4312.38,112.68
6657.99,112.68
7348.77,112.68
5948.8,112.68
5258.41,112.68
5881.12,112.68
5285.68,112.68
3575.14,112.68
6058.75,112.68
5998.67,112.68
8252.34,112.68
8289.54,112.68
3360.11,112.68
6996.9,112.68
4404.7,112.68
6026.91,112.68
8071.0,112.68
5842.94,112.68
3568.23,112.68
9655.42,112.68
7856.84,112.68
4172.43,112.68
11514.57,112.68
5761.82,112.68
3928.08,112.68
8355.28,112.68
6972.94,112.68
11750.35,112.68
5225.01,112.68
6977.33,112.68
5194.82,112.68
3546.71,112.68
5177.09,112.68
4412.3,112.68
6731.03,112.68
5053.21,112.68
4811.2,112.68
9074.5,112.68
4807.11,112.68
1888.27,112.68
8322.17,112.68
6749.53,112.68
7736.28,112.68
7057.38,112.68
4140.29,112.68
4266.8,112.68
5058.96,112.68
7722.64,112.68
6774.07,112.68
2353.4,112.68
6820.04,112.68
7222.26,112.68
5723.64,112.68
3197.96,112.68
6304.08,112.68
4382.89,112.68
5327.95,112.68
5815.28,112.68
6360.37,112.68
5502.27,112.68
2816.68,112.68
4896.13,112.68
4138.25,112.68
4802.44,112.68
8353.92,112.68
4636.97,112.68
3398.97,112.68
7111.53,112.68
8512.47,112.68
6380.53,112.68
8902.51,112.68
3826.7,112.68
3591.12,112.68
13971.11,112.68
5006.95,112.68
5180.31,112.68
8664.29,112.68
7828.21,112.68
9883.51,112.67
5746.04,112.67
7877.98,112.67
8520.55,112.67
7379.54,112.67
6685.26,112.67
5271.85,112.67
5252.18,112.67
9233.53,112.67
3304.79,112.67
10294.0,112.67
6204.74,112.67
